Object_ID,Class,Timestamp
2755,car,2026-03-20 21:39:50
2129,car,2026-03-20 21:39:50
2343,car,2026-03-20 21:39:50
1572,car,2026-03-20 21:39:50
2755,car,2026-03-20 21:39:50
2129,car,2026-03-20 21:39:50
2343,car,2026-03-20 21:39:50
1572,car,2026-03-20 21:39:50
2129,car,2026-03-20 21:39:50
2343,car,2026-03-20 21:39:50
1572,car,2026-03-20 21:39:50
1572,car,2026-03-20 21:39:50
2129,car,2026-03-20 21:39:50
2343,car,2026-03-20 21:39:50
1572,car,2026-03-20 21:39:50
2819,car,2026-03-20 21:39:50
2343,car,2026-03-20 21:39:50
1572,car,2026-03-20 21:39:50
2343,car,2026-03-20 21:39:50
2129,car,2026-03-20 21:39:50
1572,car,2026-03-20 21:39:50
2376,car,2026-03-20 21:39:50
2288,car,2026-03-20 21:39:50
2753,car,2026-03-20 21:39:50
1572,car,2026-03-20 21:39:51
2857,traffic light,2026-03-20 21:39:51
2288,car,2026-03-20 21:39:51
857,motorcycle,2026-03-20 21:39:51
2494,motorcycle,2026-03-20 21:39:51
2742,car,2026-03-20 21:39:51
1572,car,2026-03-20 21:39:51
2857,traffic light,2026-03-20 21:39:51
2288,car,2026-03-20 21:39:51
2742,car,2026-03-20 21:39:51
2343,car,2026-03-20 21:39:51
2129,car,2026-03-20 21:39:51
1572,car,2026-03-20 21:39:51
2857,traffic light,2026-03-20 21:39:51
2288,car,2026-03-20 21:39:51
2343,car,2026-03-20 21:39:51
2129,car,2026-03-20 21:39:51
1572,car,2026-03-20 21:39:51
2288,car,2026-03-20 21:39:51
2343,car,2026-03-20 21:39:51
2888,car,2026-03-20 21:39:51
857,motorcycle,2026-03-20 21:39:51
1572,car,2026-03-20 21:39:51
2343,car,2026-03-20 21:39:51
2888,car,2026-03-20 21:39:51
1352,truck,2026-03-20 21:39:51
2512,motorcycle,2026-03-20 21:39:51
2494,motorcycle,2026-03-20 21:39:51
2857,traffic light,2026-03-20 21:39:51
1572,car,2026-03-20 21:39:51
2343,car,2026-03-20 21:39:51
2888,car,2026-03-20 21:39:51
1352,truck,2026-03-20 21:39:51
2819,car,2026-03-20 21:39:51
2129,car,2026-03-20 21:39:51
1572,car,2026-03-20 21:39:51
2343,car,2026-03-20 21:39:51
2888,car,2026-03-20 21:39:51
2932,motorcycle,2026-03-20 21:39:51
2819,car,2026-03-20 21:39:51
2129,car,2026-03-20 21:39:51
2857,traffic light,2026-03-20 21:39:51
1572,car,2026-03-20 21:39:51
2343,car,2026-03-20 21:39:51
2888,car,2026-03-20 21:39:51
2932,motorcycle,2026-03-20 21:39:51
2819,car,2026-03-20 21:39:51
2129,car,2026-03-20 21:39:51
2857,traffic light,2026-03-20 21:39:51
1352,truck,2026-03-20 21:39:51
1572,car,2026-03-20 21:39:52
2343,car,2026-03-20 21:39:52
2932,motorcycle,2026-03-20 21:39:52
2819,car,2026-03-20 21:39:52
1572,car,2026-03-20 21:39:52
2343,car,2026-03-20 21:39:52
2819,car,2026-03-20 21:39:52
2129,car,2026-03-20 21:39:52
2857,traffic light,2026-03-20 21:39:52
1352,truck,2026-03-20 21:39:52
1572,car,2026-03-20 21:39:52
2343,car,2026-03-20 21:39:52
2819,car,2026-03-20 21:39:52
2996,bus,2026-03-20 21:39:52
2129,car,2026-03-20 21:39:52
2857,traffic light,2026-03-20 21:39:52
1352,truck,2026-03-20 21:39:52
2512,motorcycle,2026-03-20 21:39:52
1572,car,2026-03-20 21:39:52
2343,car,2026-03-20 21:39:52
2819,car,2026-03-20 21:39:52
2996,bus,2026-03-20 21:39:52
2857,traffic light,2026-03-20 21:39:52
1352,truck,2026-03-20 21:39:52
857,motorcycle,2026-03-20 21:39:52
2494,person,2026-03-20 21:39:52
1572,car,2026-03-20 21:39:52
2343,car,2026-03-20 21:39:52
2819,car,2026-03-20 21:39:52
2996,bus,2026-03-20 21:39:52
2857,traffic light,2026-03-20 21:39:52
2888,car,2026-03-20 21:39:52
1572,car,2026-03-20 21:39:52
2343,car,2026-03-20 21:39:52
2819,car,2026-03-20 21:39:52
2996,bus,2026-03-20 21:39:52
2857,traffic light,2026-03-20 21:39:52
2376,car,2026-03-20 21:39:52
857,motorcycle,2026-03-20 21:39:52
1572,car,2026-03-20 21:39:52
2343,car,2026-03-20 21:39:52
2819,car,2026-03-20 21:39:52
2996,bus,2026-03-20 21:39:52
2857,traffic light,2026-03-20 21:39:52
3048,car,2026-03-20 21:39:52
1352,truck,2026-03-20 21:39:52
1572,car,2026-03-20 21:39:52
2343,car,2026-03-20 21:39:52
2819,car,2026-03-20 21:39:52
2996,bus,2026-03-20 21:39:52
2857,traffic light,2026-03-20 21:39:52
3048,car,2026-03-20 21:39:52
3058,person,2026-03-20 21:39:52
3060,truck,2026-03-20 21:39:52
1572,car,2026-03-20 21:39:53
2343,car,2026-03-20 21:39:53
2996,bus,2026-03-20 21:39:53
2857,traffic light,2026-03-20 21:39:53
3048,car,2026-03-20 21:39:53
3058,person,2026-03-20 21:39:53
3060,truck,2026-03-20 21:39:53
3065,car,2026-03-20 21:39:53
1572,car,2026-03-20 21:39:53
2343,car,2026-03-20 21:39:53
2996,bus,2026-03-20 21:39:53
2857,traffic light,2026-03-20 21:39:53
3058,person,2026-03-20 21:39:53
3060,truck,2026-03-20 21:39:53
3065,car,2026-03-20 21:39:53
1352,truck,2026-03-20 21:39:53
1572,car,2026-03-20 21:39:53
2343,car,2026-03-20 21:39:53
2996,bus,2026-03-20 21:39:53
2857,traffic light,2026-03-20 21:39:53
3058,person,2026-03-20 21:39:53
3060,truck,2026-03-20 21:39:53
3065,car,2026-03-20 21:39:53
2129,car,2026-03-20 21:39:53
1572,car,2026-03-20 21:39:53
2343,car,2026-03-20 21:39:53
2996,bus,2026-03-20 21:39:53
2857,traffic light,2026-03-20 21:39:53
3058,person,2026-03-20 21:39:53
3060,truck,2026-03-20 21:39:53
3065,car,2026-03-20 21:39:53
3098,car,2026-03-20 21:39:53
2129,car,2026-03-20 21:39:53
2494,person,2026-03-20 21:39:53
1572,car,2026-03-20 21:39:53
2343,car,2026-03-20 21:39:53
2996,bus,2026-03-20 21:39:53
2857,traffic light,2026-03-20 21:39:53
3058,person,2026-03-20 21:39:53
3060,truck,2026-03-20 21:39:53
3065,car,2026-03-20 21:39:53
3098,car,2026-03-20 21:39:53
2129,car,2026-03-20 21:39:53
3107,car,2026-03-20 21:39:53
1572,car,2026-03-20 21:39:53
2343,car,2026-03-20 21:39:53
2996,bus,2026-03-20 21:39:53
2857,traffic light,2026-03-20 21:39:53
3058,person,2026-03-20 21:39:53
3060,truck,2026-03-20 21:39:53
3065,car,2026-03-20 21:39:53
3098,car,2026-03-20 21:39:53
3107,car,2026-03-20 21:39:53
3118,car,2026-03-20 21:39:53
1572,car,2026-03-20 21:39:53
2343,car,2026-03-20 21:39:53
2996,bus,2026-03-20 21:39:53
2857,traffic light,2026-03-20 21:39:53
3060,bus,2026-03-20 21:39:53
3065,car,2026-03-20 21:39:53
3098,car,2026-03-20 21:39:53
3107,car,2026-03-20 21:39:53
1572,car,2026-03-20 21:39:54
2343,car,2026-03-20 21:39:54
2857,traffic light,2026-03-20 21:39:54
3060,bus,2026-03-20 21:39:54
3065,car,2026-03-20 21:39:54
3098,car,2026-03-20 21:39:54
3107,car,2026-03-20 21:39:54
2376,car,2026-03-20 21:39:54
1572,car,2026-03-20 21:39:54
2343,car,2026-03-20 21:39:54
2857,traffic light,2026-03-20 21:39:54
3060,bus,2026-03-20 21:39:54
3065,car,2026-03-20 21:39:54
3098,car,2026-03-20 21:39:54
3138,motorcycle,2026-03-20 21:39:54
1572,car,2026-03-20 21:39:54
2343,car,2026-03-20 21:39:54
3060,bus,2026-03-20 21:39:54
3065,car,2026-03-20 21:39:54
3098,car,2026-03-20 21:39:54
3138,motorcycle,2026-03-20 21:39:54
3145,person,2026-03-20 21:39:54
1572,car,2026-03-20 21:39:54
3065,car,2026-03-20 21:39:54
3098,car,2026-03-20 21:39:54
3138,motorcycle,2026-03-20 21:39:54
3153,person,2026-03-20 21:39:54
3048,car,2026-03-20 21:39:54
2129,car,2026-03-20 21:39:54
2857,traffic light,2026-03-20 21:39:54
1572,car,2026-03-20 21:39:55
3065,car,2026-03-20 21:39:55
3098,car,2026-03-20 21:39:55
3138,motorcycle,2026-03-20 21:39:55
3153,person,2026-03-20 21:39:55
3167,car,2026-03-20 21:39:55
3048,car,2026-03-20 21:39:55
2857,traffic light,2026-03-20 21:39:55
1572,car,2026-03-20 21:39:55
3065,car,2026-03-20 21:39:55
3098,car,2026-03-20 21:39:55
3138,motorcycle,2026-03-20 21:39:55
3153,person,2026-03-20 21:39:55
3167,car,2026-03-20 21:39:55
3048,car,2026-03-20 21:39:55
2857,traffic light,2026-03-20 21:39:55
3118,car,2026-03-20 21:39:55
2996,bus,2026-03-20 21:39:55
2129,car,2026-03-20 21:39:55
1572,car,2026-03-20 21:39:55
3098,car,2026-03-20 21:39:55
3138,motorcycle,2026-03-20 21:39:55
3153,person,2026-03-20 21:39:55
3167,car,2026-03-20 21:39:55
3048,car,2026-03-20 21:39:55
2857,traffic light,2026-03-20 21:39:55
3118,car,2026-03-20 21:39:55
2996,bus,2026-03-20 21:39:55
2343,car,2026-03-20 21:39:55
1572,car,2026-03-20 21:39:55
3138,motorcycle,2026-03-20 21:39:55
3153,person,2026-03-20 21:39:55
3167,car,2026-03-20 21:39:55
3048,car,2026-03-20 21:39:55
2857,traffic light,2026-03-20 21:39:55
2129,car,2026-03-20 21:39:55
1572,car,2026-03-20 21:39:56
3138,motorcycle,2026-03-20 21:39:56
3153,person,2026-03-20 21:39:56
3167,car,2026-03-20 21:39:56
3048,car,2026-03-20 21:39:56
2857,traffic light,2026-03-20 21:39:56
2129,car,2026-03-20 21:39:56
857,car,2026-03-20 21:39:56
1572,car,2026-03-20 21:39:56
3138,motorcycle,2026-03-20 21:39:56
3153,person,2026-03-20 21:39:56
3167,car,2026-03-20 21:39:56
3048,car,2026-03-20 21:39:56
1572,car,2026-03-20 21:39:56
3138,motorcycle,2026-03-20 21:39:56
3153,person,2026-03-20 21:39:56
3167,car,2026-03-20 21:39:56
3048,car,2026-03-20 21:39:56
3227,car,2026-03-20 21:39:56
2996,bus,2026-03-20 21:39:56
2129,car,2026-03-20 21:39:56
1572,car,2026-03-20 21:39:56
3138,motorcycle,2026-03-20 21:39:56
3153,person,2026-03-20 21:39:56
3167,car,2026-03-20 21:39:56
3048,car,2026-03-20 21:39:56
3227,car,2026-03-20 21:39:56
3244,car,2026-03-20 21:39:56
3247,car,2026-03-20 21:39:56
3249,truck,2026-03-20 21:39:56
2129,car,2026-03-20 21:39:56
